"","Avg_Tumor","Avg_Normal","SD_Tumor","SD_Normal","p.val_Tumor_Normal"
"LOC100130872",20.7925083523186,26.6282129538331,25.7704243640606,19.7752425211764,0.041266633382709
"LOC100130932",56.9289024607186,44.1442315603121,25.6051205577442,20.296708021583,2.73534110716543e-05
"LOC100130933",1.32577216723947,0.720890555817681,4.61189052275155,0.748192131697803,0.00759631677152969
"LOC100130987",20.617882143246,21.8861373256359,17.5275462591874,11.9228879648357,0.466548688827579
"LOC100131193",92.5322141288183,128.636880093154,73.469933988413,74.6236163572401,0.00074288868488481
"LOC100131434",73.9065984014758,75.4261143950232,66.8009694835996,59.0214033564332,0.854017994367093
"LOC100131496",2.0613726771671,5.15688081011034,2.73827250470059,5.22387578222548,3.2779515508824e-05
"LOC100131551",33.7394030988305,5.91518729526109,56.7630573016893,7.39309747499735,3.66224237395476e-23
"LOC100131691",29.2940652053172,39.9994269623297,22.7031085231489,23.2679282682486,0.00127406616352455
"LOC100131726",1.84259224035422,0.747749571079259,3.74336356460838,0.939568464164097,1.85382572946214e-07
"LOC100132111",9.89204032122169,3.85629057091985,18.5677781403582,3.84339212712405,8.02450466581428e-10
"LOC100132215",15.545952335328,13.0184340907637,11.780088557733,8.6993409217688,0.0456996019757365
"LOC100132247",153.802251407916,158.982327142961,120.29998464524,114.074498572306,0.743521724928444
"LOC100132287",329.442459246235,273.212359846989,223.112699906811,136.946840261073,0.00689164571900258
"LOC100132288",327.515311507377,241.884216479022,258.19004155951,180.697929218267,0.00150931748689222
"LOC100132354",41.1508290384279,24.7260241790364,71.4504415352365,19.8058072507566,7.10541840464143e-05
"LOC100132707",85.713976810504,107.009130593803,48.7514528984548,64.3523218213786,0.0164471523788024
"LOC100132724",2.67371313352111,2.2531778716506,2.06212540160366,1.63164964610812,0.0725135863353471
"LOC100132831",0.663663757837257,0.348826099571463,0.949460446843362,0.456748097903568,3.03634413332171e-05
"LOC100132832",3.9882438093124,5.63406828029486,2.77913457510319,3.71367358336822,0.00156714910995573
"LOC100133050",0.164054343585493,0.137477911497663,0.340301305160125,0.302706923282618,0.530501098153713
"LOC100133161",49.312158159938,35.9342229805331,41.5352639012633,24.9800749272635,0.000527244711852873
"LOC100133308",0.0745555625562148,0.0480033548882308,0.272564978366621,0.187325228471874,0.331530941204933
"LOC100133331",139.02239859861,134.442622124603,91.7248243282264,73.3824929607862,0.660136074624706
"LOC100133469",0.802181942768639,0.220266424152221,9.72844856554108,0.591059567766847,0.182907228899525
"LOC100133545",9.8150713503973,9.75892013338317,56.5800524476576,9.50413848510854,0.983937534589138
"LOC100133612",1.85192080626014,1.88627763892137,1.76306788148141,2.61172141285137,0.921845053502783
"LOC100133669",3.01680557462315,1.17656422202506,5.18798157275363,1.31021565337253,4.08654075271397e-10
"LOC100133893",2.27216221725951,1.62841254607669,6.64173367180809,1.5495414211631,0.0713108694276272
"LOC100133920",0.0217050777869848,0.010274571515969,0.121839996963767,0.0554093685313771,0.206168176038951
"LOC100133957",10.6185357699224,16.7004444602379,7.26337229325572,9.5938016257363,1.29105471523735e-05
"LOC100133985",12.7167267864768,7.44495505064716,9.77088239644645,4.23069031283011,4.85689529416328e-12
"LOC100133991",35.5008048695076,24.5456916550151,21.1455617119917,11.4055768915911,7.97168587090968e-09
"LOC100134229",97.5087822861784,114.179455276534,83.4356587179091,43.0104256378507,0.0142897126149225
"LOC100134259",7.28383550273597,6.21031932388802,4.26192865363062,3.67016073053483,0.0398688298517196
"LOC100134368",4.07015366748455,3.96515055306236,4.06451519657511,2.48435550522044,0.777099124700894
"LOC100134713",41.8830715219663,32.548529369013,21.647195292016,18.734433781357,0.000632533647767446
"LOC100134868",5.00126801346826,10.0751091340483,7.79445065907477,8.7297172928531,6.0572445409307e-05
"LOC100144603",9.00682724471975,5.96078438163308,7.17560813652219,4.66653341208843,2.41903984591201e-05
"LOC100144604",7.34782886291621,10.1655352149566,13.3932209452748,9.68236300904631,0.0461086418306397
"LOC100169752",0.00143727621696198,0,0.0325535924274457,0,0.317782876097892
"LOC100170939",42.240443468804,84.4962096713435,39.6497651427047,57.0165531232559,5.94624043732226e-07
"LOC100188947",0.270418269670059,0.162968543596597,0.629257277125652,0.282596353059683,0.0212205191318254
"LOC100188949",13.0178860089453,15.7682076116022,11.4335348601909,15.470003529863,0.189903892862412
"LOC100189589",3.24135876155428,0.433802193187621,3.72519207111585,0.599575330494498,1.31710034340011e-44
"LOC100190938",23.3174519445248,29.4927726686359,15.5775393086708,17.7530913903737,0.012642920629419
"LOC100190939",195.983059035107,155.203848618674,106.332948270427,64.2179510604048,4.78050190944485e-05
"LOC100190940",0.142943159703119,0.120245228775965,0.322541743325215,0.271477118187886,0.5531122150143
"LOC100190986",93.3256192956433,125.28696188229,78.4970710601955,88.5729100682576,0.00985812323644893
"LOC100192378",0.245593649340859,0.24480791456855,0.639043491221551,0.423721208027453,0.989909695158961
"LOC100192379",0.217181685670235,0.183551539595381,0.591619089044482,0.355894683800672,0.528656337690976
"LOC100192426",1.10819427887032,1.24113807883409,1.67815335543403,1.14793424495405,0.427566413158538
"LOC100216001",1.82221578025215,0.159267874109184,5.77721285713364,0.262102002276203,2.34766162917936e-10
"LOC100216545",135.466173833993,144.290726596643,124.631470867143,62.6105752246197,0.371359851725924
"LOC100233209",15.8931140409563,26.0617802660908,21.8185606235656,39.6970522977033,0.0576410100027529
"LOC100240726",6.36971526947823,6.95023855449164,10.9550749502447,5.20437720573594,0.486849158895643
"LOC100240734",0.200593505346539,0.172515632676786,0.749188010623555,0.317350716978827,0.596541079836764
"LOC100240735",3.20167531734104,3.21278968327396,3.52679012399852,2.54051841645403,0.975816021914576
"LOC100268168",11.3199681842203,11.2549722600157,12.5205404002955,6.72256470726063,0.950047687109874
"LOC100270710",154.906804102804,91.9455267869404,86.1622497899126,61.4541734270695,3.15029661139525e-10
"LOC100270746",48.6469625263167,48.928168725067,30.7590756239252,24.6034837761467,0.935780115956925
"LOC100270804",45.7588764980554,44.8883869915513,43.5154253825516,32.563630231469,0.852094298606908
"LOC100271722",56.7750825217486,42.5380205623158,40.6662311029591,20.5248460809748,2.16580644761202e-05
"LOC100271831",49.9178501482156,22.8491724341981,125.729036258811,43.5548653116151,0.000781418187535947
"LOC100271832",0.0528736227551127,0.0935627994698625,0.182046134652648,0.301231154857613,0.313322728568832
"LOC100271836",225.124189534893,309.51881248316,141.079141236083,187.323779715711,0.00132951462196683
"LOC100272146",66.8168339791826,34.7226187430825,42.5159661842726,18.3084896976121,9.15115566509407e-20
"LOC100272216",14.5193899717834,50.3578725061063,17.6573379479486,80.6124979079819,0.00119772347862338
"LOC100272217",65.5836102360804,83.7231853076068,70.260260889438,56.1895786112156,0.0250752279687876
"LOC100272228",62.8941262474333,52.241596486744,61.003317919313,37.440842778452,0.0586961741346779
"LOC100286793",119.863687443468,74.1146245821457,63.8616473358182,33.4258627109107,1.45393613243162e-14
"LOC100286844",29.7087384962682,48.1869302643441,21.5931266864077,27.5792500430594,4.8962776681532e-06
"LOC100287227",11.6939929147454,11.4759090159042,7.93623280390671,5.52519812676996,0.78582595090785
"LOC100287704",0,0,0,0,NA
"LOC100287718",0.231590779185024,0.176294585790366,1.28788612979648,0.625246154215007,0.578593943050189
"LOC100288778",801.180912480016,635.081174591194,624.548961712667,430.529450867474,0.00929376957664493
"LOC100289341",90.1916128728152,94.7356289637479,57.6452979067721,51.0094796661341,0.524784154431227
"LOC100302401",18.1730257363027,14.2016314609113,9.24341123790777,9.48137888237427,0.00316747764795228
"LOC100302640",8.2353564222213,12.4503997794203,7.27703403621691,6.33392256989555,8.83660904873053e-06
"LOC100302650",72.5240817876573,38.4450929346815,161.959685065625,33.8012241563638,5.86042384930176e-05
"LOC100303728",47.6823713806791,85.4459737824506,35.4984355369156,46.7621753335528,9.03878539599713e-08
"LOC113230",254.482423404018,131.676793514584,165.947127218669,74.5584558341392,2.74345567002839e-18
"LOC115110",153.286990855993,75.8421828224998,168.402804192443,39.4351189808202,2.79129276317801e-16
"LOC116437",3.88100416114454,15.3417540462315,20.2836549000913,22.0877138065393,0.00030096837873548
"LOC121838",16.5003268520226,1.15051557074179,26.3261294961262,2.04742405949786,2.35175183117413e-33
"LOC121952",2.39120878566893,2.5659379182352,2.40212202214218,1.93832205214398,0.525082097327735
"LOC126536",0.0494620061423334,0.125227176184395,0.334827557524039,0.26124703168738,0.0442780700430462
"LOC127841",0.203129039759529,0.0514430127036786,0.352699686434056,0.122175480893464,1.07183372985574e-10
"LOC134466",182.021195837656,171.669404650135,185.225304227471,139.431814479979,0.604479831972006
"LOC143188",17.6498074130328,22.1229284684722,7.78221729322937,10.4644543811103,0.00222471790174265
"LOC143666",16.3396617288736,55.5577056192443,24.5883747880422,38.7916646395905,1.76975992447783e-10
"LOC144438",706.879460031215,746.274628274446,319.472902329458,418.880996963226,0.486769298479924
"LOC144486",20.8788568769845,24.5260176998683,12.6080316265211,14.9372736611376,0.0758208809522787
"LOC144571",30.0332210943261,52.0140005019153,23.5394873962912,31.242936192662,1.84749938592023e-06
"LOC144742",0.152022635927347,0.118000235157312,0.426060069005778,0.264908056641156,0.388607822363037
"LOC144776",0.0129567310342049,0.0148587077501467,0.116400295487575,0.0657580084923325,0.849296368637193
"LOC145474",0.305090939585354,0.15880369324776,0.729739408801239,0.275754209844697,0.00279071154980765
"LOC145783",43.9744997673367,58.1333822864394,23.6812867531219,28.9389328367354,0.000563594567679779
"LOC145820",29.8444098188291,53.4122665678679,24.1087888761596,38.1792431794688,1.81906507994194e-05
"LOC145837",7.55195748849182,5.22358120005256,6.87731852017891,5.6288427533268,0.00435692138385154
"LOC145845",0.0229851370232393,0.0312662067289005,0.130389352585011,0.109792812002292,0.592519904083855
"LOC146336",0.256494326776696,0.164554660019081,2.78799815672756,0.507746559201838,0.510827421981335
"LOC146481",0.0273373596492459,0.00385840308544862,0.133772028964693,0.0296369564533568,0.000955536822977135
"LOC146880",411.010458184928,240.667706658759,254.612844648446,106.798180837002,3.80455930331235e-17
"LOC147727",1194.74044250876,1657.26264274258,804.094829368747,809.993724141136,8.80377003056201e-05
"LOC147804",82.4167573803879,119.77120302599,46.2549741725506,57.8950687627941,9.88677465656783e-06
"LOC148145",0.0251516904903279,0.0431048136751732,0.148360384229599,0.142667720936298,0.364992572349336
"LOC148189",59.9480303529469,78.4979113834508,30.5587477773216,40.3066410739625,0.00106697431017187
"LOC148413",551.37533388469,446.908928217865,243.344884189073,237.951584631615,0.00212623115339939
"LOC148696",4.63004692499218,7.45275086843044,6.85881737968172,6.76036986957625,0.00336279163600625
"LOC148709",0.978871790542798,0.90702133581681,1.00253607993891,0.733397452168652,0.49663526148581
"LOC148824",0.812362731855202,0.737914764564451,2.23030760019396,0.955439252949478,0.639572548965642
"LOC149134",4.73973106971278,7.47911079846706,5.52534683543801,4.81694071130049,0.000112824796249988
"LOC149620",2.01770164591539,0.124203935109783,2.79560954804363,0.295723571243888,1.92272699627829e-41
"LOC149837",55.0004845646111,69.6614767651478,39.8651762572947,46.0570315491064,0.0218776240349979
"LOC150185",0.0646315953215507,0.112515924440952,0.22532362523821,0.226900962032364,0.128879092433599
"LOC150197",32.7693761582456,41.2866019768106,39.3349033987071,33.7450330566204,0.0752909220716932
"LOC150381",76.3775623210478,60.7519408058679,60.3381070576766,39.4351923295864,0.00820819735341356
"LOC150527",0.0443870681685785,0.00975472003712376,0.192053453906611,0.044218061853041,0.000802411584050052
"LOC150568",0.305436380994556,0.56199643724518,1.03818864471255,0.670504017533122,0.0107700579120042
"LOC150622",1.01839023371099,1.42341164448762,4.12637665362062,2.19088742158522,0.233930065465407
"LOC150776",468.087725371255,459.127572577812,294.486324690068,231.019524954018,0.7851947807552
"LOC150786",38.4906919165831,45.4502603867586,20.7682311239474,27.0186828663142,0.0598777719839692
"LOC151009",153.135689623543,134.325472612769,113.16223520115,100.3934630447,0.182848042448283
"LOC151162",1543.96673223838,1485.58738582249,803.812219309848,767.747708645286,0.583710890150545
"LOC151174",12.8663187750144,7.7697675150411,15.1237638500418,8.48265236145536,0.000141062897073405
"LOC151300",0.00632976152179492,0.0703669942779346,0.0579720694603972,0.165644813869298,0.00455015666026371
"LOC151534",96.1840405611455,31.9839819383837,60.3634561088089,17.4008648278521,1.90325127067568e-49
"LOC151658",0.270928205683982,0.0294700870502083,0.700074392971062,0.0906198564536875,9.91200944961691e-13
"LOC152024",0.209158766965869,0.400007428303086,0.361752642151992,0.487476639394479,0.00484545118810921
"LOC152217",335.188219842142,298.995813164047,181.956621941169,160.84040832478,0.110723225048918
"LOC152225",1.62329529604011,0.45739930627729,1.98248214519285,0.490963826535493,1.89752860904042e-23
"LOC153328",9.47517064388266,0.532951815649749,20.7142395265858,0.615303126498824,1.05333326624015e-20
"LOC153684",16.7700551897697,10.7992312778946,14.6220292682895,7.75032561617422,2.25756507130135e-06
"LOC153910",0.975913728933594,0,2.49413523717764,0,1.29655438139803e-17
