"deGenes"
"AAK1"
"ABCC3"
"ABLIM1"
"ABR"
"ACTN4"
"ADAMTS9"
"ADCY9"
"ADD3"
"ADH5"
"ADIPOR2"
"AFAP1L2"
"AGR2"
"AGRN"
"AHCYL2"
"AIF1L"
"AKT2"
"ALAD"
"ALDH1A1"
"ALDH2"
"ALDH9A1"
"ALS2CL"
"AMOTL2"
"ANAPC13"
"ANKHD1"
"ANTXR1"
"ANXA1"
"ANXA2"
"ANXA6"
"AP1G2"
"APLP2"
"APOE"
"APOL1"
"ARFGAP3"
"ARHGAP23"
"ARID1B"
"ARNTL"
"ARPC3"
"ASAH1"
"ASH1L"
"ASPH"
"ATIC"
"ATP13A3"
"ATP5A1"
"ATP5B"
"ATP6V0E2"
"ATP6V1F"
"ATP8B1"
"BAX"
"BCAP29"
"BHLHE40"
"BMP1"
"BMP7"
"BTG2"
"C10orf26"
"C11orf59"
"C16orf89"
"C17orf49"
"C17orf62"
"C1orf63"
"C4A"
"C6orf89"
"C9orf16"
"CAMK2N1"
"CANX"
"CAPG"
"CASC3"
"CCM2"
"CCND2"
"CCNL2"
"CD14"
"CD24"
"CD320"
"CD40"
"CD63"
"CDC42EP1"
"CDH3"
"CDK9"
"CDKN1A"
"CDV3"
"CFB"
"CFL1"
"CGNL1"
"CHPF2"
"CHST2"
"CITED2"
"CKB"
"CLDN1"
"CLIC1"
"CLN5"
"CLTA"
"CLU"
"CMTM4"
"CNOT1"
"COL4A1"
"COL8A2"
"CPNE3"
"CREB3L2"
"CREG1"
"CRIP2"
"CRY2"
"CRYAB"
"CSDE1"
"CSNK1E"
"CSRNP1"
"CTGF"
"CTSC"
"CTSH"
"CX3CL1"
"CYB561"
"CYBRD1"
"CYCS"
"CYLD"
"CYR61"
"CYTH2"
"DAPK2"
"DAPL1"
"DCN"
"DCTD"
"DDX3X"
"DEK"
"DIO2"
"DLGAP4"
"DSTN"
"DUSP1"
"DUSP3"
"DUSP6"
"DYNLL2"
"ECE1"
"EFEMP1"
"EFHD2"
"EGR1"
"EIF5"
"ELOVL5"
"EMP3"
"ENDOD1"
"ENTPD1"
"EPB41L4B"
"EPHA2"
"EPOR"
"EPS8L1"
"ERLIN2"
"ESD"
"ESYT2"
"ETV5"
"EVPL"
"FAM167A"
"FAM20A"
"FAM20C"
"FBXL5"
"FCGBP"
"FHL1"
"FKBP4"
"FMOD"
"FOS"
"FOSB"
"FTL"
"FXYD5"
"FYN"
"GABARAPL1"
"GABRB2"
"GALE"
"GBAS"
"GGCT"
"GHITM"
"GJA1"
"GLUL"
"GNAI2"
"GNG5"
"GOLGA4"
"GOLM1"
"GPD1L"
"GPR107"
"GPX1"
"GPX3"
"GRAMD1A"
"GSS"
"GTF3C1"
"GUK1"
"H1F0"
"HEBP1"
"HECTD1"
"HERC1"
"HGS"
"HIRA"
"HK1"
"HSBP1"
"HSPA9"
"HYAL2"
"HYOU1"
"ICAM1"
"ID3"
"ID4"
"IER2"
"INF2"
"INHBB"
"IP6K2"
"IRF3"
"IRS1"
"ISYNA1"
"IVNS1ABP"
"IYD"
"JUN"
"KAT2A"
"KCNQ1"
"KIAA1109"
"KIAA2013"
"KLF6"
"LEPREL2"
"LGALS1"
"LGALS3"
"LGALS3BP"
"LGMN"
"LIMK1"
"LIMK2"
"LIPG"
"LMNA"
"LMO3"
"LOC286002"
"LPAR5"
"LPGAT1"
"LRCH4"
"LRP2"
"LSR"
"LTBP1"
"LUZP6"
"LYPLA2"
"MAGT1"
"MALL"
"MAPRE1"
"MATN2"
"MCAM"
"MCFD2"
"MDK"
"MED13L"
"MET"
"METTL7B"
"MFSD10"
"MGAT1"
"MIA3"
"MINA"
"MLEC"
"MLLT1"
"MPV17"
"MPZL2"
"MRC2"
"MT1E"
"MT1X"
"MT2A"
"MTCH1"
"MVP"
"MYL12B"
"MYO10"
"NAB2"
"NCK2"
"NDRG1"
"NDUFA5"
"NDUFS5"
"NEBL"
"NFE2L1"
"NFE2L2"
"NFIA"
"NGFRAP1"
"NOLC1"
"NOTCH4"
"NPC2"
"NPDC1"
"NR4A1"
"NRBP2"
"NT5DC2"
"NUPR1"
"NXN"
"OAT"
"OCIAD2"
"OGDH"
"P4HA2"
"PABPN1"
"PARM1"
"PAX8"
"PCDHGC3"
"PCGF2"
"PCMTD1"
"PCNXL2"
"PDE5A"
"PDLIM1"
"PDLIM4"
"PDLIM7"
"PDZK1IP1"
"PEA15"
"PEF1"
"PFN1"
"PGCP"
"PGD"
"PGK1"
"PHKB"
"PHLDA3"
"PIK3C2A"
"PIK3CB"
"PILRB"
"PLAU"
"PLDN"
"PLEKHG2"
"PLEKHH1"
"PLP2"
"PLXND1"
"PML"
"POFUT1"
"PPP1R13B"
"PPP1R15A"
"PPP1R15B"
"PPP1R3B"
"PPP6C"
"PRAF2"
"PRDM2"
"PRKX"
"PROS1"
"PRR15"
"PSD3"
"PSMB8"
"PSME2"
"PTK2B"
"PTMS"
"RAB34"
"RANBP2"
"RAP1GAP"
"RARA"
"RARG"
"RBM47"
"RCC2"
"REEP5"
"RETSAT"
"RGL3"
"RGS16"
"RGS3"
"RHOC"
"RNF181"
"RPS27L"
"RTN3"
"RXRG"
"S100A11"
"S100A16"
"S100A6"
"SASH1"
"SBF1"
"SCARA3"
"SCEL"
"SCG5"
"SCPEP1"
"SDC2"
"SDC3"
"SDC4"
"SDCBP"
"SDHD"
"SDPR"
"SEC23B"
"SEC62"
"SERINC2"
"SERPINA1"
"SETX"
"SH3BGRL3"
"SH3BP5"
"SH3GL1"
"SHISA5"
"SIPA1L2"
"SLC20A2"
"SLC23A2"
"SLC26A4"
"SLC26A7"
"SLC38A1"
"SLC39A14"
"SLC5A3"
"SLC9A3R2"
"SMARCA2"
"SNRNP70"
"SNTA1"
"SNTB1"
"SNX19"
"SOD2"
"SORBS2"
"SORD"
"SOX4"
"SPAG9"
"SPATS2L"
"SPG11"
"SPINT1"
"SPTBN1"
"SREBF1"
"SRF"
"SSBP4"
"ST3GAL5"
"STARD7"
"STT3A"
"SUCLG1"
"SYNE1"
"SYNE2"
"SYNGR2"
"SYNPO"
"SYPL1"
"SYTL1"
"TAGLN2"
"TAX1BP3"
"TBCB"
"TCIRG1"
"TCTA"
"TEX2"
"TG"
"TGFB1"
"TIAM1"
"TMC6"
"TMEM123"
"TMEM14B"
"TMEM173"
"TMEM50B"
"TMSB10"
"TMSL3"
"TNFRSF10B"
"TNFRSF12A"
"TNFRSF14"
"TNFRSF1A"
"TNS1"
"TNS3"
"TOR1AIP1"
"TPD52L1"
"TPO"
"TRIM2"
"TSPO"
"TSTA3"
"TTLL3"
"TUBA1A"
"TUSC3"
"TXNL1"
"UBA7"
"UBC"
"UNC119B"
"USP54"
"UST"
"VAMP8"
"VASN"
"VASP"
"VWA1"
"WBP5"
"WFS1"
"WSB1"
"XBP1"
"YWHAH"
