"deGenes"
"A2M"
"AARS"
"ABAT"
"ABLIM1"
"ACADVL"
"ACO2"
"ACTG1"
"ACTN4"
"AES"
"AFF1"
"AGRN"
"AHCY"
"AHCYL1"
"AHNAK"
"AK1"
"AKT1"
"AKT2"
"ALDH3A2"
"ALDH9A1"
"ALDOA"
"ANXA1"
"ANXA5"
"ANXA6"
"AP2M1"
"AP3D1"
"APLP2"
"APOE"
"AQP1"
"ARF1"
"ARF3"
"ARHGDIA"
"ASS1"
"ATN1"
"ATP11A"
"ATP5A1"
"ATP5B"
"ATP5E"
"ATP5G2"
"ATP6AP1"
"ATP6V0E1"
"BAT1"
"BAT2"
"BAT3"
"BCAP31"
"BGN"
"BSG"
"BTF3"
"C10orf72"
"C16orf89"
"C19orf63"
"C1orf43"
"C20orf3"
"C6orf48"
"CA12"
"CALM1"
"CALM2"
"CALM3"
"CALR"
"CAP1"
"CAPN1"
"CAPNS1"
"CAPZB"
"CCND1"
"CCND2"
"CCT3"
"CD151"
"CD164"
"CD44"
"CD46"
"CD59"
"CD63"
"CDC42"
"CDKN1A"
"CFL1"
"CHCHD2"
"CHD4"
"CITED2"
"CKB"
"CLIC1"
"CLIP1"
"CLTC"
"CMTM4"
"CNDP2"
"COL18A1"
"COL4A1"
"COL4A2"
"COPG"
"COPZ1"
"COX4I1"
"COX7C"
"COX8A"
"CPD"
"CRIP2"
"CRTAP"
"CSNK1A1"
"CSNK1D"
"CST3"
"CTDSP1"
"CTGF"
"CTNNA1"
"CTNNB1"
"CTSB"
"CTSD"
"CTTN"
"CUTA"
"CYBRD1"
"CYR61"
"DAP"
"DDB1"
"DDOST"
"DDR1"
"DDX24"
"DGCR2"
"DHRS3"
"DPP7"
"DUOX1"
"DUOX2"
"DUSP1"
"DYNC1H1"
"ECE1"
"ECH1"
"ECM1"
"EDF1"
"EEF1A1"
"EEF1A1P9"
"EEF1D"
"EEF2"
"EFHD2"
"EGR1"
"EID1"
"EIF1"
"EIF3CL"
"EIF3E"
"EIF3I"
"EIF4A1"
"EIF4A2"
"EIF5A"
"ENG"
"ENO1"
"ENTPD1"
"EPAS1"
"EPCAM"
"EPHX1"
"ERBB2"
"ERGIC3"
"ERP29"
"ESAM"
"FAM120A"
"FAU"
"FKBP1A"
"FKBP8"
"FLOT1"
"FLT1"
"FN1"
"FOS"
"FOSB"
"FOXE1"
"FTH1"
"FURIN"
"FUS"
"FZD1"
"GABARAP"
"GANAB"
"GAPDH"
"GAS6"
"GFPT1"
"GGA2"
"GHITM"
"GJA1"
"GNAI2"
"GNAS"
"GNB1"
"GNB2"
"GNB2L1"
"GOLGA8A"
"GOLGA8B"
"GPI"
"GPR56"
"GPX1"
"GPX4"
"GRINA"
"GRN"
"GSTP1"
"GTF2IP1"
"GTF3C1"
"H3F3A"
"HADHA"
"HADHB"
"HDAC1"
"HEG1"
"HINT1"
"HNRNPC"
"HNRNPL"
"HSPA5"
"HSPA9"
"HSPB1"
"HSPD1"
"HSPG2"
"ID2"
"IER2"
"IGF2R"
"IGFBP3"
"IGFBP4"
"IGFBP5"
"IGSF1"
"INPP5J"
"ISCU"
"ITGA3"
"ITGB1"
"ITM2B"
"ITPR3"
"JUN"
"KCNJ16"
"KDELR1"
"KIAA0100"
"KIF1C"
"LAMA5"
"LAMB1"
"LAMB2"
"LAMC1"
"LAMP1"
"LAMP2"
"LASS2"
"LBH"
"LDHB"
"LGALS3BP"
"LMAN2"
"LMO3"
"LOC286002"
