"","Avg_SpecificType","Avg_Normal","SD_SpecificType","SD_Normal","p.val_SpecificType_Normal","pvalue_Adj"
"ACO2",2427.20376227601,3516.96747076839,821.249070839026,1995.26222244737,0.0107785435727439,0.0402412582221077
"ACOT11",157.525594548916,525.140493119982,98.2703628986929,387.710257481382,3.37084840233844e-07,1.04708972295983e-05
"ACOT12",6.37097784041964,0.105862605138019,5.64872053364432,0.320129415731587,0.0164435499645622,0.0544817081093689
"ACOT13",622.462555964212,631.996453430703,97.9155956397836,284.666037627288,0.852245800330524,0.897002896685817
"ACOT1",359.728133834827,378.624289186379,76.2230507951774,186.083863347098,0.607451552390757,0.709852896978791
"ACOT2",274.415207805356,276.771413414501,95.4157766469095,124.177312888774,0.9509585037348,0.965569023126065
"ACOT4",43.8002966662026,46.6484534862331,26.1163231777927,25.6938792279408,0.778420113959758,0.842365279648523
"ACOT6",1.33194041707147,6.59896567072892,1.02023214842705,4.72720432611537,1.09650088846944e-09,7.8812001815756e-08
"ACOT7",339.152003917751,150.790270556485,75.6883565859408,79.2584236580204,9.26320240430773e-05,0.00113973579475155
"ACOT8",417.734704272166,390.712651699867,101.657473032463,176.338301905927,0.536841759711855,0.649539940760907
"ACOT9",577.860006831664,458.835131972927,94.8086698396922,207.591197769125,0.0127156813586845,0.0454075482643576
"ACOX1",1403.91661560418,1483.4208166983,393.946553350711,862.345083161982,0.661999800702288,0.75474262330849
"ACOX2",730.292878041777,696.535541285423,194.223709039321,352.92179117263,0.688894568755325,0.775483831784359
"ACOX3",278.504488427985,326.2088110759,79.0585463318421,157.247980898238,0.187544229738713,0.309027448165513
"ACOXL",7.78946391568634,10.603103387928,4.1124733634248,7.66808152677879,0.131829625467788,0.240238053480393
"ACP1",1408.16279064965,1692.97631147904,365.383719844129,847.269883588591,0.109431825052174,0.209889984668632
"ACP2",884.818255952208,834.088566744255,194.770418019897,404.499104029236,0.56616243003611,0.675062232677312
"ACP5",765.032263398694,333.48200373579,165.511597201225,391.256690716597,1.83840877677022e-05,0.000304722910361395
"ACP6",634.990921767478,423.575507579472,291.233224316299,232.037241533243,0.0832275798661974,0.172245056524264
"ACPL2",574.695705069644,275.952214864466,470.991324890259,144.913011485065,0.116767586382607,0.219888545038774
"ACPP",53.4109560978846,54.7142530336727,35.0049384481265,41.1132761550967,0.924943869285548,0.946944826089688
"ACPT",0.0699472103010001,0.196139277774755,0.129517257272947,0.287895349145817,0.0465841301794036,0.113613357244975
"ACR",5.6182567614299,2.73641052353503,1.76893475762463,2.25718122799678,0.00177160144099687,0.0109004906223559
"ACRBP",186.811529172271,227.004585831034,92.9522556841547,165.985864370808,0.324109206220875,0.45324197311041
"ACRC",74.3933852919782,48.5983161209915,42.6411891215397,26.126334862896,0.134984933434193,0.244494921277752
"ACRV1",0.6654735977019,0.510331448939407,0.745506676677537,0.58642480795756,0.586927290082288,0.692816234169299
"ACSBG1",3.97683478412286,4.80400261409996,0.99372553898351,3.1266240128434,0.133939962116832,0.243042501446022
"ACSBG2",1.00620614563092,0.531467122369652,0.952807848833068,0.495845007253079,0.206005336166297,0.330568653993241
"ACSF2",1085.79377222712,2466.95442349492,331.09959639112,1230.94999512342,1.9748941473185e-08,9.23837656467707e-07
"ACSF3",448.234306276201,498.338439983882,80.0008859871775,239.379210431203,0.243456003423833,0.372571492068457
"ACSL1",1176.30760677676,2349.0776044922,488.766907963294,1334.42934849346,6.36753481022697e-05,0.000847312368598716
"ACSL3",1422.52876365256,1768.90048675179,554.025231889343,959.806881147798,0.158865921507426,0.274978507485256
"ACSL4",1230.05150252887,1194.09671961621,460.76257755303,618.220253688223,0.846830451189311,0.893256323548898
"ACSL5",785.185882985477,314.811333548569,485.419513477302,190.825570121135,0.0289289075940029,0.0809292177642009
"ACSL6",2.84152793058116,16.4117835686965,1.91958312157265,11.0564973754384,5.15811347521132e-12,1.03656565217761e-09
"ACSM1",50.0850804280762,16.4153089757128,38.6881955698472,15.003294654861,0.0436307867881169,0.108192484891107
"ACSM2A",0.397785039400187,5.09754969444378,0.592321200179347,5.16323096898882,6.57553145690792e-09,3.68941642485312e-07
"ACSM2B",0.0699472103010001,3.1066316753313,0.129517257272947,6.02490746062182,0.000281544121017869,0.00273543656602166
"ACSM3",63.7816172532268,49.3812694483292,46.4978253487951,27.6581254663296,0.418052258304776,0.54311769741106
"ACSM4",0,0.0173548106701955,0,0.0936101030353752,0.159791992082463,0.275854092923564
"ACSM5",40.4130088100696,128.901565982246,22.6507284306456,118.591478761877,4.03467063563948e-06,8.78969065246504e-05
"ACSS1",887.49234205303,1662.66477003914,314.185632752037,773.803634116694,3.75180586824997e-05,0.000555549359167782
"ACSS2",435.87145041335,640.521146093259,120.955035128055,304.136674954602,0.0019512868400627,0.0116697974576966
"ACSS3",381.502156206435,609.5144628118,184.37950465779,424.337580401596,0.014988209730415,0.0510423313904188
"ACTA1",1.93400441791734,69.3745623681209,0.893832723298821,392.077439530831,0.19162452205463,0.313781769131444
"ACTA2",3391.18233886745,1817.24833962056,1006.66417778603,1253.02462753087,0.00234489223413514,0.0133668796411573
"ACTB",71029.5109439852,71029.5109439852,0,0,NA,NA
"ACTBL2",26.8094704997005,0.727142221739691,19.1543806653817,1.26980832054358,0.00627570675516822,0.0272653361650745
"ACTC1",16.8553239072659,17.2436421427706,28.1213750246602,37.3281986695785,0.972656227761607,0.980723517793215
"ACTG1",72654.6388168147,65005.746248992,13937.729273662,14388.3480811356,0.180219208300052,0.300070771750188
"ACTG2",82.6084974947492,107.771893934799,59.150418982313,103.745213034412,0.329559424275066,0.458932479709377
"ACTL6A",628.529917166423,633.281526502174,152.752356725269,312.849757051123,0.944838554109868,0.96129568447753
"ACTL6B",0,0.0934468978850755,0,0.395200021299821,0.0745022182488336,0.15898047131283
"ACTL7A",0.0402445121262909,0.042315142422472,0.113828669720178,0.108184607179311,0.962351289138678,0.97322308145718
"ACTL7B",0.457517212099996,0.214024464360446,0.949915423394003,0.373579470436895,0.495373653665328,0.612345514391474
"ACTL8",0.0350255987746753,0.0124321283396187,0.0990673536347684,0.0614363381043831,0.547526318744693,0.659126873905049
"ACTL9",0,0.0128783058391777,0,0.0735557468374884,0.183914889215582,0.304550561524566
"ACTN1",3086.20635361664,1194.43154785467,1121.16229104317,511.560449686814,0.00188723540393346,0.0113605615251411
"ACTN2",2.23656076628618,18.29382336298,1.71210102459744,90.2296840822109,0.177458478418008,0.296627753758836
"ACTN3",0.99401253432931,2.25389437348611,0.979911948593754,2.63150345605956,0.0160578798224571,0.053576530092945
"ACTN4",12971.9930648976,8044.56779224036,2534.72540203032,3563.45021327401,0.000465025324136368,0.00397146952885587
"ACTR10",1127.94102853647,1266.25441927136,283.614129053223,584.46271382822,0.287423665780911,0.42105417525543
"ACTR1A",2290.73370114187,2044.35497653699,491.107054010875,985.303597832772,0.270393875345045,0.402687309516434
"ACTR1B",1897.82634873714,1838.23242839593,442.880763665158,879.873908212757,0.762688656116918,0.831407197455544
"ACTR2",3518.61639316532,4099.23895447673,1304.43317446426,2046.35252530308,0.296564646525234,0.430877473158831
"ACTR3",2323.71436284911,2487.43225357849,614.636519683863,940.45308417549,0.523962984606995,0.63842894381304
"ACTR3B",129.00578060853,134.180678811789,43.0535487668282,66.7650634869435,0.772804613191126,0.838655818866484
"ACTR3C",27.8007080150526,53.9066669247296,11.303693679855,33.0194332488683,0.000124941859927117,0.00144317008176225
"ACTR5",159.660813145307,195.225172360452,31.6897618445058,96.6764361980449,0.0432425728036926,0.10755955480552
"ACTR6",435.953385116132,511.698331743698,130.859431623768,241.914217041831,0.196508273044429,0.319046490464714
"ACTR8",404.951509119015,516.234672807094,121.950165089678,319.28306669725,0.0756703208622578,0.160778001840685
"ACTRT1",0.0755074567451619,0.00613893918856166,0.213567338778615,0.0471540866446443,0.389906232838202,0.51674383240347
"ACTRT2",0,0.00429506177407529,0,0.0329909954827714,0.321464383120815,0.450097791498337
"ACVR1",2162.24850657558,1634.49231724649,891.355436178256,831.478032840214,0.148715454694864,0.262038307664012
"ACVR1B",756.258880045991,921.501620494577,250.283651938865,513.415366815191,0.154946062852186,0.270140559650402
"ACVR1C",25.3883215849684,21.0038685706049,11.9397934376319,15.6023635918545,0.370245408809516,0.498537746553713
