"deGenes"
"ACTN4"
"AGRN"
"ANXA1"
"WFS1"
"ROPN1B"
"WNT4"
"WSB1"
"WSB2"
"WSCD2"
"WWOX"
"WWP1"
"XBP1"
"XK"
"XPNPEP3"
"YIPF1"
"YIPF6"
"PRKCQ"
"PRKD1"
"PRKG1"
"MET"
"ZADH2"
"ZBED3"
"ZBTB25"
"ZBTB2"
"ZC3H12C"
"ZKSCAN5"
"ZMAT4"
"ZMYND11"
"ZMYND15"
"ZMYND17"
"ZNF132"
"ZNF14"
"ZNF148"
"ZNF17"
"ZNF180"
"ZNF181"
"ZNF252"
"ZNF257"
"ZNF268"
"PRMT10"
"PRMT3"
"PRMT5"
"PROCR"
"PROS1"
"PRPS1"
"PRPSAP1"
"PRR15"
"PRR15L"
"ZNF844"
"ZNF845"
"ZNF93"
"ZRANB3"
"ZSCAN5A"
"ZSWIM4"
"ZXDA"
"ZXDB"
"ZYG11A"
"ZYX"
